Table 1,,,,,,
UACE,NAME,POP,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI
42265,"Jackson, TN","72,809","123,654,940",47.74,"22,895",0.01
42292,"Jackson, WI","7,962","9,334,405",3.60,"51,899",0.02
42319,"Jackson, WY","10,760","7,467,850",2.88,"77,503",0.03
42346,"Jacksonville, FL","1,247,374","1,484,772,025",573.27,"193,597,005",74.75
42373,"Jacksonville, IL","21,003","31,658,295",12.22,"306,226",0.12
42400,"Jacksonville, NC","111,224","195,945,428",75.65,"1,756,988",0.68
42427,"Jacksonville, TX","13,881","27,309,380",10.54,0.00,0.00
42481,"Jamestown, NY","44,424","68,328,429",26.38,"404,719",0.16
42508,"Jamestown, ND","15,207","24,356,612",9.40,"81,976",0.03
42562,"Janesville, WI","72,285","94,930,540",36.65,"1,402,703",0.54
42616,"Jasper, AL","13,274","43,254,699",16.70,"84,714",0.03
42670,"Jasper, GA","6,384","21,266,074",8.21,"139,907",0.05
42697,"Jasper, IN","16,749","29,851,597",11.53,"161,831",0.06
42751,"Jasper, TX","7,000","22,111,605",8.54,"13,407",0.01
42778,"Jayuya, PR","9,987","22,089,392",8.53,378,0.00
42805,"Jeanerette, LA","5,325","7,332,330",2.83,"155,296",0.06
42849,"Jefferson, GA","11,842","27,633,008",10.67,"272,435",0.11
42952,"Jefferson, WI","7,566","11,996,404",4.63,"676,972",0.26
42967,"Jefferson City, MO","50,775","89,244,391",34.46,"245,212",0.09
43021,"Jennings, LA","9,378","19,934,482",7.70,"46,836",0.02
43048,"Jerome, ID","12,405","14,147,762",5.46,"2,037",0.00
43064,"Jersey Shore, PA","10,009","18,914,545",7.30,"155,794",0.06
43075,"Jerseyville, IL","8,641","12,352,019",4.77,0.00,0.00
43102,"Jesup, GA","12,772","30,827,617",11.90,"173,492",0.07
43115,"Jewett City, CT","4,706","6,710,431",2.59,"618,066",0.24
43210,"Johnson City, TN","128,519","274,613,617",106.03,"2,659,200",1.03
43227,"Johnson Lane, NV","5,268","10,734,511",4.14,0.00,0.00
43253,"Johnstown, CO","19,773","14,867,283",5.74,"170,858",0.07
43264,"Johnstown, OH","5,449","7,352,250",2.84,"58,269",0.02
43291,"Johnstown, PA","61,521","89,862,309",34.70,"764,050",0.30
43345,"Jonesboro, AR","73,781","120,420,945",46.49,"367,147",0.14
43372,"Jonesboro, LA","5,245","14,770,919",5.70,"152,071",0.06
43399,"Joplin, MO","86,679","156,777,192",60.53,"286,314",0.11
43426,"Jordan, MN","6,648","7,738,956",2.99,"58,600",0.02
43439,"Joshua Tree, CA","4,370","9,849,596",3.80,0.00,0.00
43453,"Juana Díaz, PR","65,023","80,730,047",31.17,"3,043,938",1.18
43507,"Junction City, KS","40,723","62,050,414",23.96,"582,786",0.23
43534,"Junction City, OR","7,312","7,315,900",2.82,0.00,0.00
43561,"Juneau, AK","24,756","38,274,460",14.78,"633,165",0.24
43615,"Kahului--Wailuku, HI","57,905","35,007,714",13.52,"110,659",0.04
43642,"Kailua (Hawaii County), HI","33,024","55,267,909",21.34,0.00,0.00
43669,"Kailua (Honolulu County)--Kaneohe, HI","118,092","75,845,561",29.28,"1,376,149",0.53
43723,"Kalamazoo, MI","204,562","283,500,821",109.46,"14,697,842",5.67
43777,"Kalispell, MT","36,131","48,500,512",18.73,"564,840",0.22
43885,"Kankakee, IL","66,530","81,999,622",31.66,"1,966,681",0.76
43912,"Kansas City, MO--KS","1,674,218","1,849,506,374",714.10,"21,421,705",8.27
43939,"Kapaa, HI","18,212","29,178,576",11.27,"87,811",0.03
43993,"Kaplan, LA","4,656","6,554,940",2.53,0.00,0.00
44047,"Kasson, MN","7,649","8,811,107",3.40,703,0.00
44074,"Kaufman, TX","6,127","7,944,797",3.07,"4,313",0.00
44155,"Kearney, MO","10,174","14,541,160",5.61,0.00,0.00
44182,"Kearney, NE","34,526","47,053,698",18.17,"349,578",0.13
44209,"Keene, NH","22,687","37,635,959",14.53,"436,639",0.17
44236,"Kekaha, HI","5,724","5,273,311",2.04,"12,257",0.00
44344,"Kenai, AK","8,642","33,795,257",13.05,"126,696",0.05
44371,"Kendallville, IN","10,587","14,827,594",5.72,"100,837",0.04
44452,"Kennett, MO","10,560","16,630,965",6.42,"2,306",0.00
44479,"Kennewick--Richland--Pasco, WA","255,401","290,635,009",112.21,"11,717,403",4.52
44506,"Kenosha, WI","125,865","145,481,262",56.17,"640,672",0.25
44533,"Kenton, OH","8,033","11,081,409",4.28,0.00,0.00
44560,"Keokuk, IA--IL","12,351","23,394,628",9.03,"36,795",0.01
44587,"Kerman, CA","16,002","7,161,033",2.76,0.00,0.00
44614,"Kermit, TX","6,381","7,225,148",2.79,0.00,0.00
44641,"Kerrville, TX","31,844","56,518,765",21.82,"435,135",0.17
44668,"Ketchikan, AK","11,975","61,324,183",23.68,"578,935",0.22
44695,"Ketchum, ID","6,346","20,685,351",7.99,"118,747",0.05
44722,"Kewanee, IL","12,542","15,419,066",5.95,0.00,0.00
44789,"Key Largo, FL","21,687","38,839,253",15.00,"5,136,751",1.98
44803,"Keyser, WV--MD","6,328","8,790,849",3.39,0.00,0.00
44830,"Keystone Heights, FL","8,218","26,455,041",10.21,"3,253,286",1.26
44857,"Key West, FL","32,146","17,530,643",6.77,"3,483,217",1.34
44911,"Kihei, HI","26,878","21,093,761",8.14,"14,330",0.01
44938,"Kilgore, TX","16,719","56,365,620",21.76,"56,215",0.02
44965,"Kill Devil Hills--Nags Head, NC","23,851","86,898,932",33.55,"2,193,885",0.85
44992,"Killeen, TX","257,222","260,093,903",100.42,"715,102",0.28
45032,"Kimberling City, MO","4,467","24,228,508",9.35,"10,819",0.00
45073,"King City, CA","13,760","7,787,360",3.01,"11,387",0.00
45127,"Kingman, AZ","46,953","58,382,216",22.54,0.00,0.00
45157,"Kingsburg, CA","12,602","10,143,228",3.92,0.00,0.00
45181,"Kingsland, TX","8,093","26,779,704",10.34,"158,083",0.06
45196,"Kingsland--St. Marys, GA","38,567","78,819,305",30.43,"912,545",0.35
45208,"Kings Mountain, NC","12,619","31,438,562",12.14,"33,338",0.01
45235,"Kingsport, TN--VA","98,411","243,592,494",94.05,"2,608,549",1.01
45262,"Kingston, NY","50,254","80,544,615",31.10,"2,134,641",0.82
45289,"Kingstree, SC","5,250","13,163,941",5.08,0.00,0.00
45316,"Kingsville, TX","24,945","32,856,175",12.69,"6,585",0.00
45370,"Kinross, MI","5,100","8,289,893",3.20,0.00,0.00
45397,"Kinston, NC","21,050","46,380,199",17.91,"25,893",0.01
45424,"Kirksville, MO","16,846","22,260,936",8.59,"56,697",0.02
45436,"Kirtland, NM","5,737","15,286,850",5.90,0.00,0.00
45443,"Kiryas Joel, NY","71,582","74,472,197",28.75,"2,138,073",0.83
45451,"Kissimmee--St. Cloud, FL","418,404","418,493,199",161.58,"10,280,685",3.97
45478,"Kittanning--Ford City, PA","14,605","26,774,833",10.34,"1,191,660",0.46
45505,"Klamath Falls--Altamont, OR","43,208","61,355,348",23.69,"1,759,501",0.68
45613,"Knoxville, IA","7,561","9,928,177",3.83,0.00,0.00
45640,"Knoxville, TN","597,257","1,118,633,968",431.91,"11,689,562",4.51
45667,"Kodiak--Mill Bay, AK","9,530","12,907,517",4.98,"656,531",0.25
45694,"Kokomo, IN","62,576","84,173,198",32.50,0.00,0.00
45721,"Kosciusko, MS","6,716","14,484,759",5.59,"5,758",0.00
45761,"Krum, TX","5,876","8,470,367",3.27,"6,508",0.00
45775,"Kuna, ID","23,565","16,384,896",6.33,"46,009",0.02
45802,"Kutztown, PA","8,672","9,702,353",3.75,"46,826",0.02
45829,"LaBelle, FL","13,053","21,720,337",8.39,"33,968",0.01
45856,"Laconia, NH","27,267","73,510,794",28.38,"7,562,067",2.92
45910,"La Crosse, WI--MN","98,872","109,395,269",42.24,"6,301,358",2.43
45991,"LaFayette, GA","6,772","16,489,322",6.37,0.00,0.00
46018,"Lafayette, IN","157,100","178,037,526",68.74,"2,373,868",0.92
46045,"Lafayette, LA","227,316","417,506,929",161.20,"532,069",0.21
46099,"Lafayette, TN","6,174","13,775,612",5.32,0.00,0.00
46126,"Lafayette--Erie--Louisville, CO","96,485","90,623,189",34.99,"767,469",0.30
46153,"La Follette, TN","20,114","61,672,595",23.81,"892,724",0.34
46180,"Lago Vista (Travis County), TX","8,463","21,690,317",8.37,0.00,0.00
46207,"La Grande, OR","14,954","16,022,045",6.19,0.00,0.00
46234,"LaGrange, GA","35,420","81,480,547",31.46,"131,662",0.05
46288,"La Grange, KY","24,556","52,298,532",20.19,"868,644",0.34
46342,"La Grange, TX","5,020","9,892,476",3.82,"8,895",0.00
46396,"Lahaina--Napili-Honokowai, HI","21,398","13,836,433",5.34,"18,026",0.01
46423,"Laie--Hauula, HI","12,488","8,830,624",3.41,0.00,0.00
46450,"La Junta, CO","7,792","10,049,754",3.88,"31,115",0.01
46489,"Lake Bryant, FL","3,632","7,753,525",2.99,"605,447",0.23
46531,"Lake Charles, LA","162,501","330,850,319",127.74,"2,314,379",0.89
46558,"Lake City, FL","25,334","73,963,166",28.56,"621,903",0.24
46585,"Lake City, MN","4,912","7,244,466",2.80,"22,994",0.01
46612,"Lake City, SC","6,915","14,286,274",5.52,0.00,0.00
46639,"Lake Conroe Eastshore, TX","12,188","20,059,231",7.74,"85,746",0.03
46666,"Lake Conroe Westshore, TX","29,322","49,897,496",19.27,"6,270,961",2.42
46684,"Lake Delton, WI","6,546","24,233,947",9.36,"1,709,219",0.66
46687,"Lake Erie Beach, NY","7,643","20,038,257",7.74,0.00,0.00
46693,"Lake Geneva, WI","10,955","16,423,707",6.34,"80,710",0.03
46747,"Lake Havasu City, AZ","59,017","87,507,009",33.79,"118,649",0.05
46760,"Lake Holiday, IL","7,313","11,138,120",4.30,"1,250,252",0.48
46774,"Lake Isabella, CA","3,698","6,374,999",2.46,"51,642",0.02
46801,"Lake Jackson, TX","56,054","88,959,801",34.35,"5,038,143",1.95
46828,"Lakeland, FL","277,915","377,964,243",145.93,"30,055,450",11.60
46882,"Lake Mills, WI","6,857","10,537,706",4.07,"45,954",0.02
46889,"Lake Mohawk, NJ","13,164","21,323,528",8.23,"3,249,090",1.25
46909,"Lake Monticello, VA","9,825","16,382,395",6.33,"1,387,162",0.54
46963,"Lake of the Pines, CA","4,261","6,004,040",2.32,"908,432",0.35
46972,"Lake of the Woods, VA","10,902","18,201,019",7.03,"2,084,416",0.80
47010,"Lake Placid, FL","17,816","61,035,549",23.57,"9,253,525",3.57
47017,"Lake Placid, NY","3,486","8,965,254",3.46,"539,622",0.21
47044,"Lake Pocotopaug, CT","7,622","19,820,463",7.65,"2,127,744",0.82
47071,"Lakeport, CA","8,994","16,066,764",6.20,"116,183",0.04
47120,"Lake Royale, NC","2,942","8,313,933",3.21,"1,391,980",0.54
47125,"Lakes of the Four Seasons, IN","13,113","13,985,410",5.40,"1,249,134",0.48
47287,"Lamar, CO","7,502","11,031,355",4.26,"35,165",0.01
47368,"Lambertville, NJ--PA","10,167","14,571,870",5.63,"121,407",0.05
47395,"Lamesa, TX","8,731","11,251,019",4.34,"23,217",0.01
47412,"Lamont, CA","15,271","7,236,735",2.79,0.00,0.00
47422,"Lampasas, TX","6,674","10,140,685",3.92,"24,267",0.01
47503,"Lancaster, OH","43,576","51,932,783",20.05,"194,695",0.08
47530,"Lancaster--Manheim, PA","394,530","470,163,952",181.53,"3,497,706",1.35
47557,"Lancaster, SC","22,709","57,931,076",22.37,"77,921",0.03
47638,"Lander, WY","6,977","7,750,608",2.99,0.00,0.00
47665,"Landrum--Tryon, SC--NC","4,518","13,986,584",5.40,"362,596",0.14
47719,"Lansing, MI","318,300","403,591,551",155.83,"8,683,411",3.35
47746,"Lapeer, MI","12,402","22,878,344",8.83,"593,809",0.23
47800,"La Plata, MD","10,536","16,226,989",6.27,"12,868",0.00
47827,"Laramie, WY","32,261","39,320,152",15.18,"40,221",0.02
47854,"Laredo, TX","251,462","166,290,032",64.20,"1,566,734",0.60
47865,"Lares, PR","28,615","77,906,786",30.08,"2,244",0.00
47881,"Larned, KS","3,734","5,396,212",2.08,0.00,0.00
47935,"Las Cruces, NM","139,338","166,979,315",64.47,"51,532",0.02
47989,"Las Vegas, NM","14,530","18,085,067",6.98,0.00,0.00
47995,"Las Vegas--Henderson--Paradise, NV","2,196,623","1,127,407,757",435.29,"1,522,870",0.59
48016,"Laughlin, NV","6,579","3,937,232",1.52,0.00,0.00
48043,"Laurel, MS","25,201","52,383,699",20.23,"250,568",0.10
48070,"Laurel, MT","8,789","15,370,854",5.93,"10,723",0.00
48151,"Laurens, SC","11,331","25,056,420",9.67,0.00,0.00
48178,"Laurinburg, NC","16,225","34,045,431",13.15,"384,789",0.15
48232,"Lawrence, KS","94,998","77,505,179",29.92,"1,076,315",0.42
48259,"Lawrenceburg, KY","13,543","16,978,097",6.56,"76,658",0.03
48286,"Lawrenceburg, TN","11,679","25,039,645",9.67,0.00,0.00
48340,"Lawrenceville, IL","4,632","6,745,548",2.60,0.00,0.00
48394,"Lawton, OK","87,464","121,300,500",46.83,"136,233",0.05
48421,"Lead, SD","4,122","10,060,755",3.88,0.00,0.00
48448,"Leadville, CO","4,538","6,461,810",2.49,0.00,0.00
48475,"Leavenworth, KS","47,570","56,139,314",21.68,"82,727",0.03
48502,"Lebanon, IN","16,466","21,657,107",8.36,0.00,0.00
48529,"Lebanon, KY","6,209","12,799,893",4.94,"32,353",0.01
48556,"Lebanon, MO","14,710","32,119,051",12.40,"151,005",0.06
48583,"Lebanon, NH--VT","30,299","78,122,831",30.16,"6,858,966",2.65
48637,"Lebanon, OR","22,327","22,130,880",8.54,"374,893",0.14
48664,"Lebanon, PA","75,485","84,715,873",32.71,"383,947",0.15
48691,"Lebanon, TN","36,678","78,454,826",30.29,"10,591",0.00
48745,"Lee, MA","8,119","32,524,986",12.56,"425,301",0.16
48799,"Leesburg--Eustis--Tavares, FL","151,523","222,984,477",86.09,"21,383,616",8.26
48826,"Lee's Summit, MO","91,960","97,369,441",37.59,"2,772,160",1.07
48853,"Leesville, LA","8,328","17,823,587",6.88,"100,153",0.04
48890,"Lehighton--Palmerton--Jim Thorpe, PA","18,503","25,533,788",9.86,"522,711",0.20
48915,"Leisuretowne, NJ","5,294","8,486,323",3.28,"301,240",0.12
48934,"Leitchfield, KY","6,488","14,137,120",5.46,"27,181",0.01
48988,"Le Mars, IA","10,138","14,161,819",5.47,0.00,0.00
49015,"Lemoore, CA","26,957","17,279,362",6.67,0.00,0.00
49042,"Lemoore Station, CA","6,568","13,218,009",5.10,0.00,0.00
49096,"Leominster--Fitchburg, MA","111,790","137,093,774",52.93,"5,488,840",2.12
49109,"Leonardtown, MD","6,092","16,002,129",6.18,"156,464",0.06
49150,"Le Roy, NY","4,645","7,737,746",2.99,"1,482",0.00
49204,"Levelland, TX","12,601","16,589,128",6.41,"5,302",0.00
49231,"Lewes--Rehoboth Beach, DE","39,681","99,205,323",38.30,"1,791,630",0.69
49258,"Lewisburg, TN","11,934","24,303,141",9.38,"14,335",0.01
49285,"Lewisburg, WV","7,227","18,139,226",7.00,"295,950",0.11
49312,"Lewiston, ID--WA","54,798","72,334,135",27.93,"1,361,261",0.53
49339,"Lewiston, ME","60,743","81,370,404",31.42,"2,177,771",0.84
49366,"Lewistown, MT","6,024","7,557,338",2.92,0.00,0.00
49393,"Lewistown, PA","20,999","31,038,012",11.98,"372,669",0.14
49474,"Lexington, NE","10,438","12,200,078",4.71,"34,285",0.01
49528,"Lexington, TN","6,357","17,232,674",6.65,"6,182",0.00
49555,"Lexington, VA","9,460","13,682,053",5.28,"123,531",0.05
49582,"Lexington-Fayette, KY","315,631","217,543,130",83.99,"2,056,356",0.79
49594,"Lexington Park--California--Chesapeake Ranch Estates, MD","62,352","120,832,052",46.65,"5,412,448",2.09
49609,"Libby, MT","4,341","9,104,840",3.52,"169,223",0.07
49636,"Liberal, KS","19,843","27,496,063",10.62,"572,999",0.22
49663,"Liberty, NY","5,284","7,948,305",3.07,0.00,0.00
49690,"Liberty, TX","6,387","13,918,964",5.37,0.00,0.00
49771,"Lihue, HI","15,885","18,238,396",7.04,"78,115",0.03
49852,"Lima, OH","68,630","126,026,967",48.66,"3,780,471",1.46
49906,"Lincoln, IL","13,990","20,982,286",8.10,"9,593",0.00
49933,"Lincoln, NE","291,217","243,909,888",94.17,"2,980,698",1.15
49945,"Lincoln, NH","2,005","12,745,379",4.92,"461,279",0.18
49955,"Lincoln Beach, OR","3,626","7,556,872",2.92,"35,293",0.01
49960,"Lincoln City, OR","10,494","17,279,816",6.67,"2,555,757",0.99
49987,"Lincolnton, NC","22,657","73,575,382",28.41,"350,990",0.14
50014,"Lindale--Hideaway, TX","11,770","31,849,222",12.30,"1,346,264",0.52
50041,"Lindsay, CA","13,942","7,472,637",2.89,0.00,0.00
50122,"Lindstrom--Chisago City, MN","9,152","16,117,811",6.22,"7,232,284",2.79
50149,"Linton, IN","5,298","7,716,928",2.98,0.00,0.00
50230,"Litchfield, IL","6,350","12,635,306",4.88,"23,169",0.01
50257,"Litchfield, MN","6,569","10,108,192",3.90,"42,833",0.02
50275,"Litchfield Beach, SC","15,225","44,068,351",17.01,"1,071,846",0.41
50311,"Little Falls, MN","9,411","19,191,712",7.41,"1,117,783",0.43
50338,"Little Falls, NY","4,597","8,750,577",3.38,"241,434",0.09
50365,"Littlefield, TX","5,626","7,763,061",3.00,0.00,0.00
50392,"Little Rock, AR","461,864","693,638,192",267.82,"8,175,879",3.16
50419,"Littlestown, PA","6,442","8,948,225",3.45,"9,796",0.00
50473,"Live Oak (Sutter County), CA","9,080","4,312,481",1.67,0.00,0.00
50500,"Live Oak, FL","6,668","13,725,566",5.30,"3,873",0.00
50533,"Livermore--Pleasanton--Dublin, CA","240,381","169,020,821",65.26,"3,588,211",1.39
50581,"Livingston, CA","14,255","6,830,950",2.64,0.00,0.00
50608,"Livingston, MT","9,350","11,603,714",4.48,"79,425",0.03
50662,"Livingston, TX","5,592","17,852,551",6.89,"28,894",0.01
50743,"Lockhart, TX","12,886","21,561,023",8.32,"16,001",0.01
50770,"Lock Haven, PA","14,625","20,455,778",7.90,"849,922",0.33
50797,"Lockport, NY","35,958","45,947,910",17.74,"101,451",0.04
50851,"Lodi, CA","73,090","42,320,716",16.34,"258,077",0.10
50932,"Logan, OH","8,209","11,181,249",4.32,"236,039",0.09
50959,"Logan, UT","113,927","123,606,252",47.72,"87,264",0.03
50986,"Logan, WV","8,821","16,615,622",6.42,"1,565,300",0.60
51013,"Logansport, IN","20,374","27,135,232",10.48,"682,385",0.26
51025,"Loíza--Vieques (Loíza Municipio), PR","15,763","11,373,959",4.39,"167,572",0.06
51040,"Lompoc, CA","54,287","25,407,607",9.81,"73,526",0.03
51121,"London, OH","10,259","13,153,337",5.08,"26,037",0.01
51131,"London--Corbin, KY","36,861","124,174,916",47.94,"615,683",0.24
51148,"Long Beach, WA","3,252","7,578,858",2.93,"1,747",0.00
51175,"Longmont, CO","100,776","62,598,110",24.17,"708,831",0.27
51202,"Long Neck, DE","20,169","57,027,366",22.02,"4,211,307",1.63
51256,"Longview, TX","107,099","233,762,595",90.26,"917,375",0.35
51283,"Longview, WA--OR","69,841","91,145,801",35.19,"2,779,977",1.07
51364,"Lorain--Elyria, OH","199,067","234,690,093",90.61,"2,292,904",0.89
51418,"Los Alamos, NM","13,283","22,069,410",8.52,"3,480",0.00
51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376","4,239,359,620","1,636.83","48,266,720",18.64
51472,"Los Banos, CA","45,533","21,772,647",8.41,0.00,0.00
51499,"Los Lunas, NM","53,365","102,095,359",39.42,"34,322",0.01
51520,"Los Osos, CA","13,978","9,923,800",3.83,"14,474",0.01
51580,"Louisa, KY--WV","4,582","9,410,544",3.63,"215,570",0.08
51755,"Louisville/Jefferson County, KY--IN","974,397","1,038,222,036",400.86,"20,274,471",7.83
51769,"Lovington, NM","11,765","12,444,138",4.80,"16,175",0.01
51796,"Lowell, IN","10,747","13,663,167",5.28,"68,546",0.03
51823,"Lowell, MI","7,530","14,388,293",5.56,"343,358",0.13
51877,"Lubbock, TX","272,280","275,248,143",106.27,"2,166,424",0.84
51958,"Ludington, MI","11,883","32,881,873",12.70,"126,039",0.05
51985,"Lufkin, TX","41,551","95,156,630",36.74,"567,033",0.22
52039,"Luling, TX","5,391","7,275,021",2.81,0.00,0.00
52066,"Lumberton, NC","22,256","52,767,724",20.37,"192,072",0.07
52093,"Luray, VA","4,742","10,615,945",4.10,"51,669",0.02
52147,"Luverne, MN","4,808","5,918,735",2.29,"10,612",0.00
52201,"Lynchburg, VA","125,596","237,236,876",91.60,"1,885,255",0.73
52228,"Lynden, WA","15,995","13,762,353",5.31,"28,897",0.01
52363,"McAlester, OK","19,542","40,215,352",15.53,"94,495",0.04
52390,"McAllen, TX","779,553","844,899,606",326.22,"1,681,658",0.65
52403,"McCall, ID","3,695","15,645,993",6.04,"179,097",0.07
52417,"Macclenny, FL","10,881","21,894,994",8.45,0.00,0.00
52471,"McComb, MS","15,327","33,941,567",13.10,"154,492",0.06
52525,"McCook, NE","7,395","13,580,428",5.24,0.00,0.00
52552,"McFarland, CA","14,149","4,822,126",1.86,0.00,0.00
52606,"McGregor, TX","5,139","6,001,304",2.32,0.00,0.00
52623,"McHenry Northwest--Wonder Lake, IL","5,758","6,077,977",2.35,"17,689",0.01
52633,"McKenzie, TN","5,360","11,399,228",4.40,0.00,0.00
52672,"McKinleyville, CA","14,981","20,421,720",7.88,"29,268",0.01
52695,"McKinney--Frisco, TX","504,803","392,749,186",151.64,"3,806,139",1.47
52741,"McMinnville, OR","41,831","33,163,576",12.80,0.00,0.00
52768,"McMinnville, TN","15,711","34,242,487",13.22,0.00,0.00
52795,"Macomb, IL","15,656","22,648,434",8.74,"18,498",0.01
52822,"Macon-Bibb County, GA","140,111","257,116,553",99.27,"2,119,150",0.82
52876,"Macon, MO","5,359","13,151,154",5.08,"44,548",0.02
52903,"McPherson, KS","14,039","22,379,089",8.64,"172,060",0.07
52984,"Madera, CA","81,635","54,285,495",20.96,0.00,0.00
53065,"Madison, GA","4,709","12,411,816",4.79,"80,529",0.03
53092,"Madison, IN","17,447","27,894,395",10.77,"119,361",0.05
53146,"Madison, SD","6,169","11,159,434",4.31,0.00,0.00
53200,"Madison, WI","450,305","387,731,534",149.70,"3,318,120",1.28
53227,"Madisonville, KY","21,328","41,735,701",16.11,"306,462",0.12
53254,"Madisonville, TN","6,070","18,568,122",7.17,0.00,0.00
53308,"Madras, OR","8,087","12,115,401",4.68,0.00,0.00
53322,"Magalia, CA","6,900","15,223,754",5.88,"7,128",0.00
53362,"Magnolia, AR","10,403","22,734,546",8.78,"89,633",0.03
53389,"Mahanoy City, PA","3,720","2,148,324",0.83,0.00,0.00
53416,"Mahomet, IL","11,922","17,802,857",6.87,"138,788",0.05
53524,"Malone, NY","6,885","8,939,354",3.45,"170,722",0.07
53551,"Malvern, AR","8,833","17,348,394",6.70,0.00,0.00
53605,"Mammoth Lakes, CA","7,045","9,738,043",3.76,"4,195",0.00
53686,"Manchester, IA","4,913","9,347,969",3.61,0.00,0.00
53740,"Manchester, NH","163,289","208,835,588",80.63,"4,928,131",1.90
53767,"Manchester, TN","12,953","27,032,477",10.44,"15,793",0.01
53794,"Mandeville--Covington, LA","113,763","218,412,386",84.33,"4,456,763",1.72
53834,"Manhattan, IL","7,826","7,602,887",2.94,0.00,0.00
53848,"Manhattan, KS","60,454","66,921,857",25.84,"151,419",0.06
53902,"Manistee, MI","8,093","23,524,743",9.08,"401,289",0.15
53956,"Manitowoc, WI","46,558","60,932,687",23.53,"2,550,524",0.98
53983,"Mankato, MN","60,206","66,384,476",25.63,"795,096",0.31
54037,"Manning, SC","4,522","10,047,105",3.88,0.00,0.00
54050,"Manor, TX","17,006","13,793,390",5.33,0.00,0.00
54064,"Mansfield, LA","5,602","10,513,660",4.06,"67,874",0.03
54091,"Mansfield, OH","73,545","123,501,224",47.68,"241,289",0.09
54145,"Manteca, CA","86,674","53,018,651",20.47,"815,328",0.31
54172,"Manteno, IL","10,437","15,563,649",6.01,"245,231",0.09
54199,"Manteo, NC","6,070","13,654,693",5.27,"159,277",0.06
54280,"Maquoketa, IA","6,098","9,788,754",3.78,"16,593",0.01
54295,"Marana, AZ","10,618","8,432,271",3.26,0.00,0.00
54307,"Marathon, FL","9,733","14,362,899",5.55,"5,189,961",2.00
54334,"Marble Falls, TX","7,953","14,286,889",5.52,"522,664",0.20
54388,"Marengo, IL","7,509","9,864,690",3.81,0.00,0.00
54442,"Marianna, FL","5,560","11,257,335",4.35,"19,055",0.01
54477,"Maricopa, AZ","57,771","34,187,863",13.20,"182,664",0.07
54486,"Marietta, OH--WV","21,723","35,104,150",13.55,"1,592,877",0.62
54496,"Marinette--Menominee, WI--MI","23,551","38,302,038",14.79,"1,895,498",0.73
54577,"Marion, IN","40,961","56,623,179",21.86,"195,380",0.08
54631,"Marion, NC","12,031","35,333,959",13.64,"128,055",0.05
54658,"Marion, OH","42,688","47,637,380",18.39,"237,368",0.09
54685,"Marion, SC","7,009","14,064,797",5.43,0.00,0.00
54712,"Marion, VA","7,281","18,565,599",7.17,"74,859",0.03
54722,"Marion--Herrin, IL","39,391","85,398,514",32.97,"1,149,612",0.44
54739,"Marion Oaks, FL","19,077","42,289,206",16.33,"16,200",0.01
54793,"Marksville, LA","6,682","16,607,947",6.41,0.00,0.00
54820,"Marlin, TX","5,396","10,625,487",4.10,"114,571",0.04
54874,"Marquette, MI","24,682","32,869,181",12.69,"132,763",0.05
54901,"Marseilles, IL","4,660","6,194,521",2.39,0.00,0.00
54955,"Marshall, MI","7,471","11,888,158",4.59,"76,114",0.03
54982,"Marshall, MN","13,508","21,477,700",8.29,0.00,0.00
55009,"Marshall, MO","13,471","17,649,776",6.81,"186,755",0.07
55036,"Marshall, TX","21,387","41,867,103",16.16,"54,941",0.02
55090,"Marshalltown, IA","27,381","31,333,179",12.10,"26,069",0.01
55117,"Marshfield, MO","7,537","13,821,165",5.34,"8,211",0.00
55144,"Marshfield, WI","19,462","29,188,732",11.27,0.00,0.00
55171,"Martin, TN","10,518","20,815,305",8.04,0.00,0.00
55225,"Martinsville, IN","12,556","15,990,759",6.17,"485,132",0.19
55252,"Martinsville, VA","31,273","103,051,287",39.79,"220,432",0.09
55306,"Marysville, OH","25,674","29,932,053",11.56,"385,525",0.15
55333,"Marysville, WA","160,440","175,597,979",67.80,"4,885,337",1.89
55360,"Maryville, MO","11,212","14,538,667",5.61,"14,339",0.01
55375,"Mascoutah, IL","8,528","8,316,671",3.21,"140,230",0.05
55414,"Mason City, IA","25,954","37,986,222",14.67,"709,358",0.27
55468,"Massena, NY","10,582","15,975,506",6.17,"856,771",0.33
55495,"Mathis, TX","5,253","8,399,920",3.24,0.00,0.00
55534,"Mattawan, MI","5,721","16,429,467",6.34,"166,383",0.06
55576,"Mattoon, IL","17,111","21,610,579",8.34,"46,655",0.02
55603,"Mauldin--Simpsonville, SC","159,506","262,115,104",101.20,"2,197,725",0.85
55738,"Mayagüez, PR","91,583","129,874,694",50.14,"88,016",0.03
55765,"Mayfield, KY","12,256","24,373,241",9.41,"157,581",0.06
55792,"Mayodan, NC","4,627","11,895,807",4.59,"20,003",0.01
55819,"Maysville, KY--OH","9,799","23,205,815",8.96,"3,909,454",1.51
55832,"Maytown--Marietta, PA","7,737","8,112,523",3.13,"17,574",0.01
55846,"Mayville, WI","5,189","7,103,720",2.74,"227,057",0.09
55900,"Meadville, PA","20,652","40,818,923",15.76,"16,558",0.01
55927,"Mecca, CA","6,875","1,621,795",0.63,0.00,0.00
55954,"Mechanicville, NY","11,799","16,949,082",6.54,"56,036",0.02
